"mgi_symbol" "synonyms" "n_synonyms" "ensemble_ids" "n_ensembl_ids" "transcript_biotypes" "chromosome_name" "start_position" "end_position" "mgi_description"
"179" "1700016C15Rik" "" 0 "ENSMUSG00000015962" 1 "protein_coding" "1" "177557380" "177580890" "RIKEN cDNA 1700016C15 gene"
"180" "1700016D08Rik" "" 0 "ENSMUSG00000103481" 1 "TEC" "16" "3726689" "3727056" "RIKEN cDNA 1700016D08 gene"
"181" "1700016F12Rik" "" 0 "ENSMUSG00000104955" 1 "lncRNA" "5" "96997364" "97000797" "RIKEN cDNA 1700016F12 gene"
"182" "1700016G22Rik" "" 0 "ENSMUSG00000100625" 1 "lncRNA" "13" "5905507" "5908091" "RIKEN cDNA 1700016G22 gene"
"183" "1700016H03Rik" "" 0 "ENSMUSG00000114673" 1 "lncRNA" "19" "45351652" "45352088" "RIKEN cDNA 1700016H03 gene"
"184" "1700016H13Rik" "" 0 "ENSMUSG00000029320" 1 "protein_coding /// nonsense_mediated_decay" "5" "103795905" "103803876" "RIKEN cDNA 1700016H13 gene"
"185" "1700016J18Rik" "" 0 "ENSMUSG00000111103" 1 "lncRNA" "10" "41894178" "41894807" "RIKEN cDNA 1700016J18 gene"
"186" "1700016K05Rik" "" 0 "ENSMUSG00000114563" 1 "lncRNA" "17" "67021449" "67027480" "RIKEN cDNA 1700016K05 gene"
"187" "1700016L21Rik" "DCKO /// Jr3" 2 "ENSMUSG00000101483" 1 "lncRNA" "1" "80405912" "80457752" "RIKEN cDNA 1700016L21 gene"
"188" "1700016P03Rik" "" 0 "ENSMUSG00000085609" 1 "lncRNA" "11" "75063385" "75068464" "RIKEN cDNA 1700016P03 gene"
"189" "1700016P04Rik" "" 0 "ENSMUSG00000101894" 1 "lncRNA" "6" "13413336" "13415995" "RIKEN cDNA 1700016P04 gene"
"190" "1700017B05Rik" "D9Ertd278e" 1 "ENSMUSG00000032300" 1 "protein_coding /// protein_coding_CDS_not_defined" "9" "57160400" "57169895" "RIKEN cDNA 1700017B05 gene"
"191" "1700017G19Rik" "" 0 "ENSMUSG00000037884" 1 "lncRNA" "3" "40559016" "40577061" "RIKEN cDNA 1700017G19 gene"
"192" "1700017I07Rik" "" 0 "ENSMUSG00000098727" 1 "lncRNA" "9" "89684923" "89688108" "RIKEN cDNA 1700017I07 gene"
"193" "1700017J07Rik" "" 0 "ENSMUSG00000086348" 1 "lncRNA" "2" "168820188" "168820826" "RIKEN cDNA 1700017J07 gene"
"194" "1700017L05Rik" "" 0 "ENSMUSG00000107232" 1 "lncRNA" "5" "77613335" "77616698" "RIKEN cDNA 1700017L05 gene"
"195" "1700017M07Rik" "Gm43003" 1 "ENSMUSG00000105651" 1 "lncRNA" "3" "35310611" "35330280" "RIKEN cDNA 1700017M07 gene"
"196" "1700017N19Rik" "" 0 "ENSMUSG00000056912" 1 "protein_coding /// nonsense_mediated_decay" "10" "100426346" "100454263" "RIKEN cDNA 1700017N19 gene"
"197" "1700018A04Rik" "" 0 "ENSMUSG00000038408" 1 "lncRNA" "13" "31749475" "31809775" "RIKEN cDNA 1700018A04 gene"
"198" "1700018A14Rik" "" 0 "ENSMUSG00000103616" 1 "TEC" "18" "46332088" "46332798" "RIKEN cDNA 1700018A14 gene"
"199" "1700018A23Rik" "Gm42574" 1 "ENSMUSG00000107368" 1 "lncRNA" "6" "126799340" "126802140" "RIKEN cDNA 1700018A23 gene"
"200" "1700018B08Rik" "" 0 "ENSMUSG00000031809" 1 "protein_coding /// nonsense_mediated_decay" "8" "122257519" "122271059" "RIKEN cDNA 1700018B08 gene"
"201" "1700018B24Rik" "" 0 "ENSMUSG00000037910" 1 "lncRNA" "3" "48560167" "48563537" "RIKEN cDNA 1700018B24 gene"
"202" "1700018F24Rik" "" 0 "ENSMUSG00000029620" 1 "protein_coding" "5" "144979800" "144982491" "RIKEN cDNA 1700018F24 gene"
"203" "1700018L02Rik" "" 0 "ENSMUSG00000100075" 1 "lncRNA" "19" "29023645" "29026129" "RIKEN cDNA 1700018L02 gene"
"204" "1700018P08Rik" "" 0 "ENSMUSG00000110709" 1 "lncRNA" "8" "117083800" "117086289" "RIKEN cDNA 1700018P08 gene"
"205" "1700018P22Rik" "" 0 "ENSMUSG00000120273" 1 "lncRNA" "9" "8134534" "8136376" "RIKEN cDNA 1700018P22 gene"
"206" "1700019A02Rik" "" 0 "ENSMUSG00000060715" 1 "protein_coding" "1" "53197736" "53226795" "RIKEN cDNA 1700019A02 gene"
"207" "1700019A23Rik" "" 0 "ENSMUSG00000109102" 1 "TEC" "7" "30239091" "30239286" "RIKEN cDNA 1700019A23 gene"
"208" "1700019C18Rik" "" 0 "ENSMUSG00000113770" 1 "lncRNA" "13" "35368353" "35396031" "RIKEN cDNA 1700019C18 gene"
"209" "1700019D03Rik" "" 0 "ENSMUSG00000043629" 1 "protein_coding" "1" "52961483" "53059338" "RIKEN cDNA 1700019D03 gene"
"210" "1700019E08Rik" "" 0 "ENSMUSG00000086202" 1 "lncRNA" "2" "45586617" "45588459" "RIKEN cDNA 1700019E08 gene"
"211" "1700019F05Rik" "Gm43801" 1 "ENSMUSG00000107027" 1 "lncRNA" "5" "74070239" "74077764" "RIKEN cDNA 1700019F05 gene"
"212" "1700019G24Rik" "" 0 "ENSMUSG00000085416" 1 "lncRNA" "6" "5963909" "5977393" "RIKEN cDNA 1700019G24 gene"
"213" "1700019J19Rik" "" 0 "ENSMUSG00000111489" 1 "lncRNA" "9" "14000916" "14029597" "RIKEN cDNA 1700019J19 gene"
"214" "1700019L13Rik" "" 0 "ENSMUSG00000111639" 1 "lncRNA" "9" "119812212" "119817158" "RIKEN cDNA 1700019L13 gene"
"215" "1700019M22Rik" "" 0 "ENSMUSG00000059695" 1 "processed_pseudogene" "12" "96013541" "96013894" "RIKEN cDNA 1700019M22 gene"
"216" "1700019N19Rik" "" 0 "ENSMUSG00000026931" 1 "protein_coding" "19" "58774235" "58782893" "RIKEN cDNA 1700019N19 gene"
"217" "1700019P21Rik" "" 0 "ENSMUSG00000099808" 1 "lncRNA" "1" "138804010" "138804689" "RIKEN cDNA 1700019P21 gene"
"218" "1700020A23Rik" "" 0 "ENSMUSG00000027409" 1 "protein_coding" "2" "130247179" "130247994" "RIKEN cDNA 1700020A23 gene"
"219" "1700020D12Rik" "" 0 "ENSMUSG00000113628" 1 "lncRNA" "12" "26622107" "26652308" "RIKEN cDNA 1700020D12 gene"
"220" "1700020D14Rik" "Gm29277" 1 "ENSMUSG00000101796" 1 "lncRNA" "Y" "206151" "207788" "RIKEN cDNA 1700020D14 gene"
"221" "1700020G03Rik" "Gm45545" 1 "ENSMUSG00000110052" 1 "TEC" "8" "70940831" "70941719" "RIKEN cDNA 1700020G03 gene"
"222" "1700020G17Rik" "" 0 "ENSMUSG00000101801" 1 "lncRNA" "10" "110620446" "110732411" "RIKEN cDNA 1700020G17 gene"
"223" "1700020L13Rik" "1700020L13Rik /// Thap8" 2 "ENSMUSG00000013928" 1 "transcribed_unitary_pseudogene" "7" "29980458" "29989177" "RIKEN cDNA 1700020L13 gene"
"224" "1700020L24Rik" "" 0 "ENSMUSG00000035085" 1 "protein_coding" "11" "83328503" "83332059" "RIKEN cDNA 1700020L24 gene"
"225" "1700020M21Rik" "" 0 "ENSMUSG00000100146" 1 "lncRNA" "9" "120742840" "120744318" "RIKEN cDNA 1700020M21 gene"
"226" "1700020N01Rik" "" 0 "ENSMUSG00000050844" 1 "protein_coding /// protein_coding_CDS_not_defined" "10" "21468047" "21498276" "RIKEN cDNA 1700020N01 gene"
"227" "1700020N15Rik" "" 0 "ENSMUSG00000059690" 1 "protein_coding" "X" "68988906" "68989584" "RIKEN cDNA 1700020N15 gene"
"228" "1700020N18Rik" "" 0 "ENSMUSG00000100253" 1 "lncRNA" "1" "91332601" "91333751" "RIKEN cDNA 1700020N18 gene"
"229" "1700021A07Rik" "" 0 "ENSMUSG00000037535" 1 "lncRNA" "10" "21295257" "21302464" "RIKEN cDNA 1700021A07 gene"
"230" "1700021F02Rik" "Gm42618" 1 "ENSMUSG00000105426" 1 "lncRNA" "5" "103494460" "103496165" "RIKEN cDNA 1700021F02 gene"
"231" "1700021F07Rik" "" 0 "ENSMUSG00000027518" 1 "protein_coding" "2" "173364379" "173370294" "RIKEN cDNA 1700021F07 gene"
"232" "1700021F13Rik" "" 0 "ENSMUSG00000107053" 1 "lncRNA" "5" "119943392" "119945934" "RIKEN cDNA 1700021F13 gene"
"233" "1700021G15Rik" "" 0 "ENSMUSG00000112387" 1 "lncRNA" "10" "126090986" "126093087" "RIKEN cDNA 1700021G15 gene"
"234" "1700021J08Rik" "" 0 "ENSMUSG00000086890" 1 "lncRNA" "4" "116859363" "116860209" "RIKEN cDNA 1700021J08 gene"
"235" "1700021L23Rik" "" 0 "ENSMUSG00000086955" 1 "lncRNA" "4" "124196630" "124205254" "RIKEN cDNA 1700021L23 gene"
"236" "1700021N21Rik" "" 0 "ENSMUSG00000087343" 1 "lncRNA" "4" "134176077" "134177482" "RIKEN cDNA 1700021N21 gene"
"237" "1700021P04Rik" "" 0 "ENSMUSG00000096796" 1 "lncRNA" "19" "24042157" "24043816" "RIKEN cDNA 1700021P04 gene"
"238" "1700022A21Rik" "" 0 "ENSMUSG00000038165" 1 "transcribed_processed_pseudogene" "5" "24852682" "24853732" "RIKEN cDNA 1700022A21 gene"
"239" "1700022A22Rik" "" 0 "ENSMUSG00000099751" 1 "lncRNA" "15" "46187955" "46237303" "RIKEN cDNA 1700022A22 gene"
"240" "1700022E09Rik" "" 0 "ENSMUSG00000099983" 1 "lncRNA" "16" "59283272" "59289601" "RIKEN cDNA 1700022E09 gene"
"241" "1700022H01Rik" "" 0 "ENSMUSG00000112581" 1 "lncRNA" "10" "61510568" "61516034" "RIKEN cDNA 1700022H01 gene"
"242" "1700022H16Rik" "" 0 "ENSMUSG00000099360" 1 "lncRNA" "12" "9615236" "9620585" "RIKEN cDNA 1700022H16 gene"
"243" "1700022I11Rik" "" 0 "ENSMUSG00000028451" 1 "protein_coding_CDS_not_defined /// protein_coding /// nonsense_mediated_decay" "4" "42969604" "42983640" "RIKEN cDNA 1700022I11 gene"
"244" "1700022N22Rik" "" 0 "ENSMUSG00000097523" 1 "lncRNA" "17" "26204760" "26210004" "RIKEN cDNA 1700022N22 gene"
"245" "1700023C21Rik" "" 0 "ENSMUSG00000087393" 1 "lncRNA" "11" "109736704" "109739302" "RIKEN cDNA 1700023C21 gene"
"246" "1700023F02Rik" "Gm31056" 1 "ENSMUSG00000100000" 1 "lncRNA" "10" "65956303" "66090002" "RIKEN cDNA 1700023F02 gene"
"247" "1700023G09Rik" "" 0 "ENSMUSG00000103503" 1 "lncRNA" "1" "186659130" "186662309" "RIKEN cDNA 1700023G09 gene"
"248" "1700023H06Rik" "" 0 "ENSMUSG00000089827" 1 "lncRNA" "13" "81032343" "81033643" "RIKEN cDNA 1700023H06 gene"
"249" "1700024B05Rik" "" 0 "ENSMUSG00000052334" 1 "protein_coding" "14" "41765952" "41825778" "RIKEN cDNA 1700024B05 gene"
"250" "1700024B18Rik" "" 0 "ENSMUSG00000099994" 1 "lncRNA" "14" "124225047" "124253096" "RIKEN cDNA 1700024B18 gene"
"251" "1700024G13Rik" "" 0 "ENSMUSG00000072473" 1 "protein_coding" "14" "32098025" "32110348" "RIKEN cDNA 1700024G13 gene"
"252" "1700024I08Rik" "" 0 "ENSMUSG00000113825" 1 "lncRNA" "13" "63823570" "63882112" "RIKEN cDNA 1700024I08 gene"
"253" "1700024P12Rik" "" 0 "ENSMUSG00000120854" 1 "lncRNA" "17" "3134452" "3135266" "RIKEN cDNA 1700024P12 gene"
"254" "1700025A08Rik" "" 0 "ENSMUSG00000106947" 1 "TEC" "5" "67764561" "67765169" "RIKEN cDNA 1700025A08 gene"
"255" "1700025B11Rik" "" 0 "ENSMUSG00000101113" 1 "protein_coding" "15" "77442439" "77446092" "RIKEN cDNA 1700025B11 gene"
"256" "1700025C18Rik" "" 0 "ENSMUSG00000078935" 1 "protein_coding" "2" "164920613" "164932670" "RIKEN cDNA 1700025C18 gene"
"257" "1700025D23Rik" "" 0 "ENSMUSG00000086760" 1 "lncRNA" "11" "113982232" "113986162" "RIKEN cDNA 1700025D23 gene"
"258" "1700025F24Rik" "" 0 "ENSMUSG00000100558" 1 "lncRNA" "10" "119249349" "119262769" "RIKEN cDNA 1700025F24 gene"
"259" "1700025G04Rik" "" 0 "ENSMUSG00000032666" 1 "nonsense_mediated_decay /// protein_coding /// retained_intron" "1" "151728154" "151965876" "RIKEN cDNA 1700025G04 gene"
"260" "1700025H01Rik" "" 0 "ENSMUSG00000101888" 1 "lncRNA" "16" "30013889" "30019117" "RIKEN cDNA 1700025H01 gene"
"261" "1700025J12Rik" "" 0 "ENSMUSG00000108409" 1 "lncRNA" "7" "121189126" "121190814" "RIKEN cDNA 1700025J12 gene"
"262" "1700025K04Rik" "" 0 "ENSMUSG00000112482" 1 "lncRNA" "10" "126207844" "126210931" "RIKEN cDNA 1700025K04 gene"
"263" "1700025K24Rik" "" 0 "ENSMUSG00000099747" 1 "lncRNA" "17" "54659611" "54677102" "RIKEN cDNA 1700025K24 gene"
"264" "1700025L06Rik" "" 0 "ENSMUSG00000109962" 1 "lncRNA" "7" "45995195" "45998797" "RIKEN cDNA 1700025L06 gene"
"265" "1700025M24Rik" "" 0 "ENSMUSG00000100175" 1 "lncRNA" "5" "73425924" "73441530" "RIKEN cDNA 1700025M24 gene"
"266" "1700025N21Rik" "" 0 "ENSMUSG00000090200" 1 "lncRNA" "10" "82974984" "82977872" "RIKEN cDNA 1700025N21 gene"
"267" "1700025N23Rik" "" 0 "ENSMUSG00000100121" 1 "lncRNA" "6" "39040812" "39044532" "RIKEN cDNA 1700025N23 gene"
"268" "1700025O08Rik" "" 0 "ENSMUSG00000028244" 1 "lncRNA" "4" "22928167" "22938435" "RIKEN cDNA 1700025O08 gene"
"269" "1700026D11Rik" "" 0 "ENSMUSG00000086379" 1 "lncRNA" "2" "132332554" "132365977" "RIKEN cDNA 1700026D11 gene"
"270" "1700026F02Rik" "" 0 "ENSMUSG00000101854" 1 "lncRNA" "8" "71400890" "71538402" "RIKEN cDNA 1700026F02 gene"
"271" "1700026J12Rik" "" 0 "ENSMUSG00000073976" 1 "lncRNA" "16" "49031004" "49076135" "RIKEN cDNA 1700026J12 gene"
"272" "1700026J14Rik" "" 0 "ENSMUSG00000097716" 1 "lncRNA" "6" "48513516" "48514408" "RIKEN cDNA 1700026J14 gene"
"273" "1700026N04Rik" "" 0 "ENSMUSG00000114681" 1 "lncRNA" "13" "47259838" "47262995" "RIKEN cDNA 1700026N04 gene"
"274" "1700027A07Rik" "" 0 "ENSMUSG00000084864" 1 "lncRNA" "15" "78796166" "78797860" "RIKEN cDNA 1700027A07 gene"
"275" "1700027F06Rik" "" 0 "ENSMUSG00000107737" 1 "lncRNA" "6" "124340260" "124341478" "RIKEN cDNA 1700027F06 gene"
"276" "1700027F09Rik" "" 0 "ENSMUSG00000100911" 1 "lncRNA" "5" "64612156" "64625286" "RIKEN cDNA 1700027F09 gene"
"277" "1700027H10Rik" "" 0 "ENSMUSG00000100799" 1 "lncRNA" "3" "45371019" "45393745" "RIKEN cDNA 1700027H10 gene"
"278" "1700027I24Rik" "" 0 "ENSMUSG00000098304" 1 "lncRNA" "9" "36580152" "36604485" "RIKEN cDNA 1700027I24 gene"
"279" "1700027J07Rik" "" 0 "ENSMUSG00000111422" 1 "lncRNA" "10" "43621805" "43641832" "RIKEN cDNA 1700027J07 gene"
"280" "1700028B04Rik" "" 0 "ENSMUSG00000099417" 1 "transcribed_processed_pseudogene" "7" "28196366" "28196920" "RIKEN cDNA 1700028B04 gene"
"281" "1700028D13Rik" "" 0 "ENSMUSG00000101683" 1 "lncRNA" "5" "112354629" "112357870" "RIKEN cDNA 1700028D13 gene"
"282" "1700028E10Rik" "" 0 "ENSMUSG00000097321" 1 "retained_intron /// lncRNA" "5" "151292140" "151355583" "RIKEN cDNA 1700028E10 gene"
"283" "1700028I16Rik" "" 0 "ENSMUSG00000056821" 1 "lncRNA" "10" "82647957" "82660076" "RIKEN cDNA 1700028I16 gene"
"284" "1700028J19Rik" "" 0 "ENSMUSG00000038782" 1 "protein_coding /// protein_coding_CDS_not_defined" "7" "43879235" "43896119" "RIKEN cDNA 1700028J19 gene"
"285" "1700028K03Rik" "SCRE" 1 "ENSMUSG00000089798" 1 "protein_coding /// protein_coding_CDS_not_defined /// retained_intron" "5" "107682575" "107699408" "RIKEN cDNA 1700028K03 gene"
"286" "1700028M03Rik" "" 0 "ENSMUSG00000101334" 1 "lncRNA" "3" "83462670" "83481429" "RIKEN cDNA 1700028M03 gene"
"287" "1700028N14Rik" "" 0 "ENSMUSG00000078635" 1 "lncRNA" "11" "103155686" "103158571" "RIKEN cDNA 1700028N14 gene"
"288" "1700028P15Rik" "" 0 "ENSMUSG00000086823" 1 "lncRNA /// retained_intron" "2" "171798799" "171804744" "RIKEN cDNA 1700028P15 gene"
"289" "1700029B22Rik" "" 0 "ENSMUSG00000100759" 1 "lncRNA" "7" "130748168" "130752309" "RIKEN cDNA 1700029B22 gene"
"290" "1700029B24Rik" "Gm37384" 1 "ENSMUSG00000102834" 1 "TEC" "3" "10306872" "10307368" "RIKEN cDNA 1700029B24 gene"
"291" "1700029E06Rik" "" 0 "ENSMUSG00000100557" 1 "lncRNA" "5" "58610382" "58612635" "RIKEN cDNA 1700029E06 gene"
"292" "1700029F12Rik" "" 0 "ENSMUSG00000052075" 1 "protein_coding_CDS_not_defined /// protein_coding" "13" "97158372" "97170870" "RIKEN cDNA 1700029F12 gene"
"293" "1700029H14Rik" "" 0 "ENSMUSG00000031452" 1 "nonsense_mediated_decay /// protein_coding /// protein_coding_CDS_not_defined" "8" "13600733" "13612461" "RIKEN cDNA 1700029H14 gene"
"294" "1700029J03Rik" "" 0 "ENSMUSG00000099968" 1 "lncRNA" "16" "93188565" "93255760" "RIKEN cDNA 1700029J03 gene"
"295" "1700029J07Rik" "" 0 "ENSMUSG00000071103" 1 "protein_coding /// nonsense_mediated_decay" "8" "46406643" "46428477" "RIKEN cDNA 1700029J07 gene"
"296" "1700029K24Rik" "" 0 "ENSMUSG00000120880" 1 "lncRNA" "11" "70545947" "70546525" "RIKEN cDNA 1700029K24 gene"
"297" "1700029M03Rik" "" 0 "ENSMUSG00000101189" 1 "lncRNA" "1" "164788490" "164790394" "RIKEN cDNA 1700029M03 gene"
"298" "1700029M20Rik" "" 0 "ENSMUSG00000086788" 1 "lncRNA" "4" "135353966" "135357509" "RIKEN cDNA 1700029M20 gene"
"299" "1700029N11Rik" "" 0 "ENSMUSG00000098144" 1 "lncRNA" "13" "44593188" "44622506" "RIKEN cDNA 1700029N11 gene"
"300" "1700030A11Rik" "" 0 "ENSMUSG00000085333" 1 "lncRNA" "17" "29124239" "29125745" "RIKEN cDNA 1700030A11 gene"
"301" "1700030C10Rik" "" 0 "ENSMUSG00000099759 /// ENSMUSG00000091071" 2 "lncRNA /// transcribed_unprocessed_pseudogene" "12" "20854382 /// 20865347" "20865780 /// 20865472" "RIKEN cDNA 1700030C10 gene"
"302" "1700030C12Rik" "ENSMUSG00000073112" 1 "ENSMUSG00000086459" 1 "lncRNA" "11" "23447753" "23449661" "RIKEN cDNA 1700030C12 gene"
"303" "1700030C14Rik" "" 0 "ENSMUSG00000087148" 1 "lncRNA" "2" "152494802" "152496250" "RIKEN cDNA 1700030C14 gene"
"304" "1700030E10Rik" "" 0 "ENSMUSG00000112619" 1 "lncRNA" "10" "67544418" "67553869" "RIKEN cDNA 1700030E10 gene"
"305" "1700030F04Rik" "" 0 "ENSMUSG00000099869" 1 "lncRNA" "6" "117623654" "117728730" "RIKEN cDNA 1700030F04 gene"
"306" "1700030I03Rik" "" 0 "ENSMUSG00000103387" 1 "TEC" "12" "83168988" "83169929" "RIKEN cDNA 1700030I03 gene"
"307" "1700030J22Rik" "" 0 "ENSMUSG00000031847" 1 "protein_coding" "8" "117696333" "117705698" "RIKEN cDNA 1700030J22 gene"
"308" "1700030K09Rik" "" 0 "ENSMUSG00000052794" 1 "protein_coding /// retained_intron" "8" "73197724" "73214845" "RIKEN cDNA 1700030K09 gene"
"309" "1700030L20Rik" "" 0 "ENSMUSG00000099508" 1 "lncRNA" "3" "136141031" "136155110" "RIKEN cDNA 1700030L20 gene"
"310" "1700030L22Rik" "" 0 "ENSMUSG00000113179" 1 "lncRNA" "12" "53350135" "53356629" "RIKEN cDNA 1700030L22 gene"
"311" "1700030M09Rik" "" 0 "ENSMUSG00000097424" 1 "lncRNA" "8" "122271121" "122275081" "RIKEN cDNA 1700030M09 gene"
"312" "1700030N03Rik" "" 0 "ENSMUSG00000100969" 1 "lncRNA" "19" "3103071" "3247732" "RIKEN cDNA 1700030N03 gene"
"313" "1700030N18Rik" "" 0 "ENSMUSG00000106800" 1 "TEC" "5" "134119325" "134120290" "RIKEN cDNA 1700030N18 gene"
"314" "1700030O20Rik" "" 0 "ENSMUSG00000100198" 1 "lncRNA" "10" "116558972" "116565082" "RIKEN cDNA 1700030O20 gene"
"315" "1700031A10Rik" "" 0 "ENSMUSG00000092239" 1 "lncRNA" "17" "37234684" "37244324" "RIKEN cDNA 1700031A10 gene"
"316" "1700031C06Rik" "" 0 "ENSMUSG00000120820" 1 "lncRNA" "14" "70526981" "70538735" "RIKEN cDNA 1700031C06 gene"
"317" "1700031F05Rik" "" 0 "ENSMUSG00000032894" 1 "protein_coding /// nonsense_mediated_decay" "X" "101902792" "101911577" "RIKEN cDNA 1700031F05 gene"
"318" "1700031F10Rik" "" 0 "ENSMUSG00000047046" 1 "lncRNA" "6" "88199584" "88202660" "RIKEN cDNA 1700031F10 gene"
"319" "1700031L13Rik" "" 0 "ENSMUSG00000099863" 1 "protein_coding" "5" "82270255" "82272560" "RIKEN cDNA 1700031L13 gene"
"320" "1700031M16Rik" "" 0 "ENSMUSG00000099353" 1 "transcribed_unitary_pseudogene" "15" "98296946" "98311456" "RIKEN cDNA 1700031M16 gene"
"321" "1700031P21Rik" "" 0 "ENSMUSG00000100315" 1 "lncRNA" "12" "52646764" "52649105" "RIKEN cDNA 1700031P21 gene"
"322" "1700034B16Rik" "" 0 "ENSMUSG00000097302" 1 "lncRNA" "18" "75914103" "75915374" "RIKEN cDNA 1700034B16 gene"
"323" "1700034E13Rik" "" 0 "ENSMUSG00000024532" 1 "protein_coding" "18" "52779281" "52796805" "RIKEN cDNA 1700034E13 gene"
"324" "1700034G24Rik" "" 0 "ENSMUSG00000097962" 1 "lncRNA" "5" "112730802" "112737862" "RIKEN cDNA 1700034G24 gene"
"325" "1700034H15Rik" "" 0 "ENSMUSG00000055833" 1 "lncRNA" "1" "191618242" "191639639" "RIKEN cDNA 1700034H15 gene"
"326" "1700034J04Rik" "" 0 "ENSMUSG00000103287" 1 "TEC" "12" "11271462" "11272211" "RIKEN cDNA 1700034J04 gene"
"327" "1700034J05Rik" "" 0 "ENSMUSG00000040163" 1 "protein_coding" "6" "146851827" "146855920" "RIKEN cDNA 1700034J05 gene"
"328" "1700034K08Rik" "" 0 "ENSMUSG00000100294" 1 "lncRNA" "9" "92861967" "92887792" "RIKEN cDNA 1700034K08 gene"
"329" "1700034P13Rik" "" 0 "ENSMUSG00000097893" 1 "lncRNA" "1" "9817873" "9862152" "RIKEN cDNA 1700034P13 gene"
"330" "1700036A12Rik" "" 0 "ENSMUSG00000095956" 1 "lncRNA" "9" "60650403" "60677558" "RIKEN cDNA 1700036A12 gene"
"331" "1700036G14Rik" "" 0 "ENSMUSG00000099995" 1 "lncRNA" "3" "85224826" "85239337" "RIKEN cDNA 1700036G14 gene"
"332" "1700036O09Rik" "" 0 "ENSMUSG00000086185" 1 "lncRNA" "X" "66501802" "66502809" "RIKEN cDNA 1700036O09 gene"
"333" "1700037C06Rik" "" 0 "ENSMUSG00000085542" 1 "lncRNA" "4" "136844020" "136844893" "RIKEN cDNA 1700037C06 gene"
"334" "1700037C18Rik" "" 0 "ENSMUSG00000005983" 1 "protein_coding_CDS_not_defined /// nonsense_mediated_decay /// protein_coding" "16" "3713043" "3726553" "RIKEN cDNA 1700037C18 gene"
"335" "1700037F03Rik" "" 0 "ENSMUSG00000114125" 1 "lncRNA" "13" "75848281" "75855291" "RIKEN cDNA 1700037F03 gene"
"336" "1700039E22Rik" "" 0 "ENSMUSG00000092369" 1 "lncRNA" "19" "44816932" "44824377" "RIKEN cDNA 1700039E22 gene"
"337" "1700039I01Rik" "" 0 "ENSMUSG00000102536" 1 "TEC" "1" "63287180" "63287658" "RIKEN cDNA 1700039I01 gene"
"338" "1700039M10Rik" "" 0 "ENSMUSG00000097933" 1 "lncRNA" "14" "57809071" "57809825" "RIKEN cDNA 1700039M10 gene"
"339" "1700039M15Rik" "" 0 "ENSMUSG00000104086" 1 "lncRNA" "9" "107118419" "107121196" "RIKEN cDNA 1700039M15 gene"
"340" "1700039O17Rik" "" 0 "ENSMUSG00000121269" 1 "lncRNA" "2" "173133048" "173133396" "RIKEN cDNA 1700039O17 gene"
"341" "1700040D17Rik" "" 0 "ENSMUSG00000097515" 1 "lncRNA" "3" "94316702" "94320226" "RIKEN cDNA 1700040D17 gene"
"342" "1700040E09Rik" "" 0 "ENSMUSG00000113997" 1 "lncRNA" "12" "88599039" "88632169" "RIKEN cDNA 1700040E09 gene"
"343" "1700040F15Rik" "Gm21563" 1 "ENSMUSG00000100667" 1 "protein_coding" "Y" "61110775" "61142787" "RIKEN cDNA 1700040F15 gene"
"344" "1700040F17Rik" "" 0 "ENSMUSG00000101568" 1 "lncRNA" "15" "55299511" "55302416" "RIKEN cDNA 1700040F17 gene"
"345" "1700040K01Rik" "Gm29954" 1 "ENSMUSG00000103840" 1 "TEC" "1" "152812355" "152812792" "RIKEN cDNA 1700040K01 gene"
"346" "1700040L08Rik" "Gm44195" 1 "ENSMUSG00000107406" 1 "lncRNA" "6" "71520176" "71521098" "RIKEN cDNA 1700040L08 gene"
"347" "1700041B01Rik" "" 0 "ENSMUSG00000116260" 1 "lncRNA" "15" "78554985" "78560314" "RIKEN cDNA 1700041B01 gene"
"348" "1700041C23Rik" "" 0 "ENSMUSG00000100282" 1 "lncRNA" "9" "57082559" "57093392" "RIKEN cDNA 1700041C23 gene"
"349" "1700041G16Rik" "" 0 "ENSMUSG00000054822" 1 "lncRNA" "8" "23295782" "23299553" "RIKEN cDNA 1700041G16 gene"
"350" "1700041I07Rik" "Gm43741" 1 "ENSMUSG00000104845" 1 "lncRNA" "5" "146732728" "146743243" "RIKEN cDNA 1700041I07 gene"
"351" "1700041M05Rik" "" 0 "ENSMUSG00000087010" 1 "lncRNA" "4" "125122390" "125135845" "RIKEN cDNA 1700041M05 gene"
"352" "1700041M19Rik" "" 0 "ENSMUSG00000100857" 1 "lncRNA" "16" "76616471" "76807785" "RIKEN cDNA 1700041M19 gene"
"353" "1700042D02Rik" "" 0 "ENSMUSG00000105991" 1 "lncRNA" "9" "48962635" "48966765" "RIKEN cDNA 1700042D02 gene"
"354" "1700042G15Rik" "" 0 "ENSMUSG00000087044" 1 "lncRNA" "4" "57360868" "57364292" "RIKEN cDNA 1700042G15 gene"
"355" "1700042O05Rik" "" 0 "ENSMUSG00000112878" 1 "lncRNA" "10" "51543085" "51551927" "RIKEN cDNA 1700042O05 gene"
"356" "1700042O10Rik" "" 0 "ENSMUSG00000086391" 1 "lncRNA" "11" "11818123" "11835321" "RIKEN cDNA 1700042O10 gene"
"357" "1700044C05Rik" "" 0 "ENSMUSG00000099911" 1 "lncRNA" "14" "118603290" "118635582" "RIKEN cDNA 1700044C05 gene"
